carpark_number,update_datetime,total_lots,lot_type,lots_available
HRM,2022-07-01T02:58:37,751,C,384
MM6,2022-07-01T02:58:17,413,C,169
TM52,2022-07-01T02:56:15,496,C,260
HG2D,2022-07-01T02:56:05,36,C,9
J44,2022-07-01T02:57:42,200,C,43
U66,2022-07-01T02:57:58,452,C,162
U65,2022-07-01T02:57:58,391,C,64
W182,2022-07-01T00:37:35,425,C,198
W185,2022-07-01T00:37:35,540,C,238
Y73M,2022-06-30T20:48:24,762,C,444
Y74M,2022-06-30T20:48:24,379,C,251
Y75M,2019-03-08T15:56:34,379,C,327
Y76M,2022-06-30T20:48:24,421,C,212
SB42,2022-07-01T02:58:23,395,C,201
S36L,2022-07-01T02:58:12,3,C,3
S38L,2022-07-01T02:58:25,8,C,2
S40L,2022-07-01T02:58:36,4,C,3
N0012,2019-03-25T16:41:32,85,C,0
U63,2022-07-01T02:56:58,83,C,23
B44B,2022-07-01T02:55:56,102,C,39
C28M,2022-07-01T02:59:00,305,C,176
TWM4,2022-07-01T02:58:26,200,C,94
U54,2022-07-01T02:58:29,235,C,170
J8M,2022-07-01T02:58:43,139,C,80
Y35,2022-07-01T02:59:35,402,C,53
W100,2022-07-01T02:59:50,282,C,0
W546,2022-07-01T02:59:33,631,C,290
SAM2,2022-07-01T02:35:59,1,H,0
BTM,2022-07-01T02:41:55,1,H,0
BA1,2022-07-01T02:58:09,278,C,87
U68,2022-07-01T02:56:04,258,C,72
SB35,2022-07-01T02:58:33,549,C,234
J29,2022-07-01T02:58:38,467,C,31
J74M,2022-07-01T02:58:27,72,C,8
NT3,2022-07-01T02:55:57,796,C,244
TM53,2022-07-01T02:55:56,343,C,248
T47,2022-07-01T02:56:08,669,C,195
T47A,2022-07-01T02:55:51,172,C,97
TBL,2022-07-01T02:58:59,1000,C,994
TBM8,2022-07-01T02:58:59,960,C,344
C3ML,2022-07-01T02:44:12,10,Y,4
BA2,2022-07-01T02:58:12,361,C,133
K52,2022-07-01T02:58:45,102,C,47
W574,2022-07-01T02:58:23,479,C,196
SE52,2022-07-01T02:58:13,21,C,11
S111,2022-07-01T02:59:29,570,C,209
SK52,2022-07-01T02:59:43,770,C,379
TM46,2022-07-01T02:55:51,762,C,347
NT1,2022-07-01T02:56:08,469,C,187
NT2,2022-07-01T02:56:06,601,C,211
NTL,2022-07-01T02:56:00,19,C,16
JS3L,2022-07-01T02:58:33,1991,C,1974
SB44,2022-07-01T02:59:20,505,C,205
NT4,2022-07-01T02:56:02,528,C,214
DWVT,2022-07-01T02:58:56,318,C,189
SE5L,2022-07-01T02:58:19,59,C,15
HG18,2022-07-01T02:47:48,242,C,50
P12,2022-07-01T02:59:00,124,C,103
BA3,2022-07-01T02:58:38,622,C,148
SK97,2022-07-01T02:56:00,47,C,6
S113,2022-07-01T02:56:03,426,C,173
S13L,2022-07-01T02:55:56,11,C,7
S14L,2022-07-01T02:56:05,9,C,6
B10M,2022-07-01T02:56:12,317,C,306
PDQ5,2022-07-01T02:58:21,135,C,91
SAM,2022-07-01T02:58:31,327,C,216
PD8W,2022-07-01T02:58:21,290,C,237
PDC4,2022-07-01T02:58:17,178,C,166
PDJ3,2022-07-01T02:55:15,212,C,79
PDJ7,2022-07-01T02:58:18,316,C,169
PDP4,2022-07-01T02:58:11,167,C,61
PDW5,2022-07-01T02:58:28,270,C,160
PDW8,2022-07-01T02:58:29,390,C,319
JS4L,2022-07-01T02:58:22,12,C,8
SB45,2022-07-01T02:59:24,416,C,270
SB46,2022-07-01T02:59:28,443,C,199
C19M,2022-07-01T02:49:16,84,Y,74
B98,2022-07-01T02:56:12,473,C,234
U70,2022-07-01T02:58:14,805,C,501
SB43,2022-07-01T02:59:26,202,C,99
Q41,2022-07-01T02:58:57,90,C,17
SK53,2022-07-01T02:59:37,770,C,320
CKT2,2022-07-01T02:58:37,81,C,10
TM54,2022-07-01T02:55:54,265,C,89
JS5L,2022-07-01T02:58:31,30,C,19
TEST,2014-03-24T11:37:16,71,C,69
TRM,2022-07-01T02:50:55,77,Y,61
S39L,2022-07-01T02:58:49,5,C,4
HG3L,2022-07-01T02:55:52,725,C,190
HG3E,2022-07-01T02:56:14,299,C,102
HG1,2022-07-01T02:56:16,164,C,88
AM14,2022-07-01T02:57:51,350,C,108
CR1A,2022-07-01T02:58:48,22,C,0
CR1B,2022-07-01T02:58:48,20,C,0
U69,2022-07-01T02:58:38,389,C,174
B48B,2022-07-01T02:58:09,73,C,30
TM55,2022-07-01T02:56:12,298,C,145
T58,2022-07-01T02:56:17,99,C,31
HG1E,2022-07-01T02:54:39,306,C,159
TBMT,2022-07-01T02:38:10,50,H,0
BJ1L,2020-12-11T23:33:04,0,C,0
BJAL,2022-07-01T02:58:17,38,C,35
DWSP,2022-07-01T02:44:03,604,C,363
Y82M,2022-06-29T16:30:03,341,C,267
BJBL,2022-07-01T02:58:35,13,C,5
PDL2,2022-07-01T02:57:45,278,C,274
NT5,2022-07-01T02:56:04,1489,C,652
A61,2022-07-01T02:58:10,1129,C,550
Y38,2022-07-01T02:59:23,648,C,207
BA4,2022-07-01T02:56:19,619,C,26
JS1L,2022-07-01T02:58:33,10,C,0
A26,2022-07-01T02:55:09,333,C,123
B65M,2022-07-01T02:57:31,679,C,326
B65L,2022-07-01T02:57:31,5,C,0
BE3,2022-07-01T02:56:20,306,C,48
BE3R,2022-07-01T02:56:20,195,C,105
B8B,2022-07-01T02:57:21,249,C,123
HE12,2022-07-02T00:58:20,105,C,55
HLM,2022-07-02T00:58:08,583,C,468
RHM,2022-07-02T00:58:21,329,C,131
BM29,2022-07-02T00:58:15,97,C,82
Q81,2022-07-02T00:58:23,96,C,73
C20,2022-07-02T00:58:14,177,C,134
FR3M,2022-07-02T00:57:55,228,C,168
C32,2022-07-02T00:58:09,289,C,108
C6,2022-07-02T00:58:06,332,C,115
TG2,2022-07-02T00:58:05,273,C,82
BP1,2022-07-02T00:57:57,543,C,212
TG1,2022-07-02T00:58:16,133,C,55
TGM2,2022-07-02T00:58:05,189,C,129
TE14,2022-07-02T00:58:19,138,C,29
BM3,2022-07-02T00:58:14,48,C,2
BM9,2018-12-17T07:42:34,612,C,121
HG44,2022-07-02T00:56:22,155,C,38
HG64,2022-07-02T00:56:28,82,C,45
PM27,2022-07-02T00:56:18,326,C,115
PM28,2022-07-02T00:56:20,305,C,69
TM36,2022-07-02T00:56:32,225,C,49
TM37,2022-07-02T00:56:44,244,C,61
T50,2022-07-02T00:56:22,350,C,86
T51,2022-07-02T00:56:33,346,C,41
TM43,2022-07-02T00:56:44,247,C,189
T15,2022-07-02T00:56:29,30,C,16
T16,2022-07-02T00:56:24,109,C,32
T17,2022-07-02T00:56:29,228,C,86
T18,2022-07-02T00:56:36,81,C,57
B9,2022-07-02T00:56:20,213,C,114
B10,2022-07-02T00:56:26,516,C,179
B14,2018-10-29T09:18:49,208,C,61
WCB,2022-07-02T00:57:24,143,C,85
ACB,2022-07-02T00:57:09,93,C,65
CY,2022-07-02T00:57:09,31,C,10
AM46,2022-07-02T00:58:20,408,C,73
A12,2022-07-02T00:58:55,205,C,89
BE45,2022-07-02T00:58:59,363,C,49
BE39,2022-07-02T00:58:44,707,C,172
BE40,2019-06-18T10:58:35,339,C,201
RCB,2017-03-31T12:00:21,320,C,181
CR29,2022-07-02T00:58:32,56,C,0
KLM,2022-07-02T00:57:36,352,C,274
SE34,2022-07-02T00:58:48,270,C,52
KB7,2022-07-02T01:00:23,65,C,52
SE31,2022-07-02T00:58:52,187,C,6
J56,2022-07-02T00:58:16,15,C,13
J57,2022-07-02T00:58:27,362,C,352
J57L,2022-07-02T00:58:27,13,C,8
J33,2022-07-02T00:58:56,129,C,51
J34,2022-07-02T00:58:45,123,C,49
BL8,2022-07-02T00:58:34,679,C,348
J36,2022-07-02T00:58:50,482,C,93
J54,2022-07-02T00:56:39,226,C,161
J55,2022-07-02T00:58:26,141,C,88
J43,2022-07-02T00:58:39,190,C,53
J46,2022-07-02T00:58:14,63,C,43
KB1,2022-07-02T00:58:30,239,C,48
GBM,2022-07-02T00:58:30,677,C,328
SE14,2022-07-02T00:59:07,187,C,60
SE50,2022-07-02T00:59:08,591,C,354
J40,2022-07-02T00:57:50,206,C,15
JM1,2022-07-02T00:58:18,268,C,114
J32,2022-07-02T00:58:18,199,C,81
A11,2022-07-02T00:58:51,368,C,137
TR1,2022-07-02T00:58:20,391,C,107
JBM,2022-07-02T00:58:19,342,C,221
TE2,2022-07-02T00:58:00,213,C,125
CR31,2022-07-02T00:56:42,93,C,3
J1,2022-07-02T00:56:26,368,C,133
J2,2022-07-02T00:58:14,200,C,84
J3,2022-07-02T00:58:02,308,C,114
T37,2022-07-02T00:56:32,1163,C,423
KB3,2022-07-02T00:58:06,149,C,54
KBM,2022-07-02T00:57:58,239,C,122
J4,2022-07-02T00:58:38,172,C,35
TGM1,2022-07-02T00:58:03,388,C,210
TG3,2022-07-02T00:58:01,208,C,67
TG6,2022-07-02T00:58:02,176,C,76
TG7,2022-07-02T00:58:02,362,C,141
CR30,2022-07-02T00:58:25,54,C,6
RCM,2022-07-02T00:58:25,151,C,51
EPM,2022-07-01T20:54:13,286,C,132
TGM3,2022-07-02T00:58:16,553,C,206
KB14,2022-07-02T00:56:42,58,C,39
J41,2022-07-02T00:56:37,350,C,91
JBM2,2022-07-02T00:58:00,144,C,38
J39,2022-07-02T00:55:03,250,C,58
J52,2022-07-02T00:58:43,626,C,18
J51,2022-07-02T00:58:49,655,C,274
J53,2022-07-02T00:55:33,215,C,53
T19,2022-07-02T00:56:40,881,C,255
J49,2022-07-02T00:57:27,922,C,508
J27,2022-07-02T00:57:54,291,C,63
TB14,2022-07-02T00:58:02,43,C,0
U19,2022-07-02T00:58:32,501,C,224
U6,2022-07-02T00:58:44,95,C,38
U45,2022-07-02T00:58:32,159,C,40
BBM7,2022-07-02T00:55:35,175,C,138
BE12,2022-07-02T00:59:00,459,C,128
HG41,2022-07-02T00:56:34,461,C,65
HG43,2022-07-02T00:56:44,487,C,150
MN1,2022-07-02T00:58:23,257,C,52
MNRM,2022-07-02T00:57:48,355,C,169
MN2,2022-07-02T00:58:56,303,C,98
C7,2022-07-01T17:53:45,459,C,229
C17,2022-07-02T00:43:21,66,C,28
C20M,2022-07-02T00:58:20,550,C,450
T41,2022-07-02T00:56:35,202,C,102
T42,2022-07-02T00:56:18,86,C,32
TM42,2022-07-02T00:56:37,261,C,233
J48,2022-07-02T00:58:57,745,C,246
BH1,2022-07-02T00:55:38,57,C,52
BH2,2022-07-02T00:56:09,47,C,35
BKE7,2022-07-02T00:56:09,172,C,160
BR5,2022-07-02T00:57:50,150,C,50
BRM3,2022-07-02T00:58:56,406,C,171
BRM4,2022-07-02T00:57:57,176,C,37
M16,2022-07-02T00:58:07,124,C,19
M20,2022-07-02T00:58:20,36,C,8
M35,2022-07-02T00:58:47,91,C,9
M36,2022-07-02T00:55:59,17,C,0
M37,2022-07-02T00:59:02,35,C,0
M38,2022-07-02T00:58:38,39,C,9
MM3,2022-07-02T00:58:35,222,C,123
MP12,2022-07-02T00:58:14,220,C,66
MP13,2022-07-02T00:58:14,396,C,185
MP1M,2022-07-02T00:58:33,522,C,254
PP1,2022-07-02T00:58:11,257,C,25
PP2,2022-07-02T00:59:00,192,C,120
PP3,2022-07-02T00:59:11,345,C,99
PP4,2022-07-02T00:58:58,166,C,0
PP5,2022-07-02T00:58:34,346,C,70
TP10,2022-07-02T00:58:43,83,C,27
TP14,2022-07-02T00:58:31,53,C,7
TP16,2022-07-02T00:59:08,668,C,603
TP17,2022-07-02T00:59:00,119,C,63
TP18,2022-07-02T00:56:34,383,C,343
TP2,2022-07-02T00:59:04,85,C,0
TPMG,2022-07-02T00:58:28,116,C,68
TP36,2022-07-02T00:59:11,247,C,25
TPM4,2022-07-02T00:59:04,343,C,97
TPM5,2022-07-02T00:59:04,342,C,177
TPM6,2022-07-02T00:59:11,358,C,134
TP27,2022-07-02T00:58:28,257,C,99
TPMN,2022-07-02T00:58:35,815,C,436
TPMP,2022-07-02T00:56:42,808,C,186
WDB1,2022-07-02T00:57:32,75,C,14
Y23,2022-07-02T00:58:38,823,C,244
Y24,2022-07-02T00:58:39,181,C,47
Y56,2022-07-02T00:59:07,45,C,9
BBM1,2022-07-02T00:57:28,406,C,203
BBM8,2022-07-02T00:57:58,329,C,131
BJ10,2022-07-02T00:58:37,310,C,57
BJ11,2022-07-02T00:59:05,100,C,10
BJ12,2022-07-02T00:58:40,550,C,90
BJ17,2022-07-02T00:58:51,172,C,86
BJ18,2022-07-02T00:58:51,324,C,73
BJ28,2022-07-02T00:55:15,669,C,319
BJ3,2022-07-02T00:58:42,1054,C,208
BJ33,2022-07-02T00:58:37,366,C,227
BJ42,2022-07-02T00:58:59,450,C,144
BJ45,2022-07-02T00:57:02,232,C,132
CK21,2020-03-26T14:26:12,192,C,142
U48,2022-07-02T00:57:53,93,C,27
U5,2022-07-02T00:58:00,101,C,37
JM14,2022-07-02T00:57:36,490,C,250
JM12,2022-07-02T00:57:45,462,C,233
W39,2022-07-02T00:58:57,210,C,14
PL67,2022-07-02T00:58:36,735,C,300
W2,2017-12-04T10:54:50,1000,C,19
W1,2017-12-04T10:54:50,1000,C,53
U9,2022-07-02T00:57:36,400,C,19
U26,2022-07-02T00:58:53,595,C,127
U25,2022-07-02T00:58:53,625,C,135
U24T,2022-07-02T00:57:19,46,C,19
U24,2022-07-02T00:57:19,364,C,78
U23,2022-07-02T00:58:25,713,C,147
U22,2022-07-02T00:59:11,495,C,116
U21,2022-07-02T00:55:21,313,C,91
U2,2022-07-02T00:58:42,1109,C,309
J45,2022-07-02T00:59:07,361,C,99
TM25,2022-07-02T00:56:15,128,C,11
TM26,2022-07-02T00:56:34,124,C,6
TM27,2022-07-02T00:56:26,239,C,164
J37,2022-07-02T00:59:15,269,C,52
BM1,2022-07-02T00:58:18,60,C,24
BM2,2022-07-02T00:58:18,53,C,26
BM26,2022-07-02T00:58:15,460,C,327
BWM,2022-07-02T00:58:15,220,C,112
TBMT,2022-07-02T00:45:08,150,C,38
TPM,2022-07-01T18:23:17,384,C,104
U29,2022-07-02T00:57:31,338,C,309
U27,2022-07-02T00:57:42,20,C,13
U18,2022-07-02T00:57:37,312,C,88
U30,2022-07-02T00:57:43,143,C,83
EPML,2015-12-30T10:38:36,25,C,0
TE25,2022-07-02T00:57:58,298,C,129
TE3,2022-07-02T00:58:01,19,C,0
TE4,2022-07-02T00:58:19,30,C,0
U28,2022-07-02T00:57:47,15,C,10
A15,2022-07-02T00:58:51,59,C,38
BM28,2022-07-02T00:49:01,47,C,0
BM30,2022-07-02T00:47:27,46,C,0
BTM,2022-07-02T00:48:59,292,C,136
BTM2,2022-07-02T00:46:56,496,C,359
SAM2,2022-07-02T00:43:03,336,C,145
TBM2,2022-07-02T00:49:59,243,C,125
TJ34,2022-07-02T00:57:45,350,C,194
U31,2022-07-02T00:57:54,348,C,185
BL13,2022-07-02T00:57:48,413,C,189
HG10,2022-07-02T00:58:00,248,C,88
W3,2018-12-20T03:59:43,1000,C,217
BJ65,2022-07-02T00:57:25,224,C,34
CK19,2022-07-02T00:57:27,70,C,13
CK4,2022-07-02T00:57:43,10,C,2
CK42,2022-07-02T00:57:53,453,C,96
CK7,2022-07-02T00:57:47,298,C,212
TW1,2022-07-02T00:57:49,108,C,11
TW2,2022-07-02T00:57:39,355,C,75
TW3,2022-07-02T00:57:42,338,C,116
BL18M,2016-02-04T18:15:45,353,C,286
B16,2022-07-02T00:57:19,364,C,170
B17,2022-07-02T00:57:11,385,C,117
B20,2022-07-02T00:57:26,385,C,95
B42,2022-07-02T00:56:17,123,C,71
B45,2022-07-02T00:57:59,67,C,40
B6,2022-07-02T00:58:03,521,C,516
B63,2022-07-02T00:57:42,99,C,45
B65,2022-07-02T00:58:00,756,C,206
B7,2022-07-02T00:57:56,86,C,57
B70,2022-07-02T00:56:55,41,C,29
B71,2022-07-02T00:57:56,249,C,107
B7A,2022-07-02T00:58:15,129,C,0
B8,2022-07-02T00:56:55,113,C,53
B80,2022-07-02T00:55:25,250,C,238
B84,2022-07-02T00:58:15,555,C,548
B88M,2015-03-03T05:02:19,120,C,120
B90,2015-03-03T05:02:19,75,C,75
B90M,2015-03-03T05:02:19,75,C,75
CC5,2022-07-02T00:57:06,104,C,54
CC6,2022-07-02T00:57:56,41,C,34
B30,2022-07-02T00:57:22,353,C,58
B31,2022-07-02T00:57:44,415,C,212
TJ28,2022-07-02T00:57:34,755,C,448
TJ31,2022-07-02T00:57:55,833,C,304
TJ37,2019-12-01T08:28:01,384,C,384
TJSF,2018-08-28T17:22:10,842,C,829
AM16,2022-07-02T00:51:26,115,C,53
AM32,2022-07-02T00:52:14,91,C,0
BJ2,2022-07-02T00:57:52,385,C,49
CK48,2022-07-02T00:57:51,287,C,90
BE8,2022-07-02T00:53:01,544,C,279
SE11,2022-07-02T00:51:30,198,C,85
SE20,2022-07-02T00:52:57,548,C,546
SE21,2022-07-02T00:52:57,29,C,23
SE22,2022-07-02T00:52:57,20,C,4
SE23,2022-07-02T00:52:30,185,C,161
SE24,2022-07-02T00:50:48,167,C,139
SE53,2022-07-02T00:51:49,309,C,282
SM9A,2016-04-25T17:56:45,19,C,0
SM9B,2016-04-25T17:56:46,28,C,2
FR4M,2022-07-02T00:49:58,88,C,58
BJ31,2022-07-02T00:57:50,88,C,3
BJ32,2022-07-02T00:57:53,484,C,276
BJ34,2022-07-02T00:57:40,140,C,57
BJ35,2022-07-02T00:57:52,140,C,46
BJ36,2022-07-02T00:57:44,140,C,39
BJ37,2022-07-02T00:57:44,512,C,267
TP31,2022-07-02T00:52:43,50,C,0
BJ38,2022-07-02T00:57:43,216,C,108
BJ39,2022-07-02T00:57:38,550,C,336
BJ40,2022-07-02T00:57:52,585,C,227
CK38,2022-07-02T00:57:41,344,C,106
A38,2022-07-02T00:53:59,938,C,422
A43,2022-07-02T00:53:10,141,C,0
CK8,2022-07-02T00:57:50,750,C,191
CK8A,2022-07-02T00:57:54,373,C,248
CK39,2022-07-02T00:57:49,371,C,100
CK41,2022-07-02T00:57:51,444,C,147
CK46,2022-07-02T00:57:48,673,C,270
CK47,2020-11-03T08:46:36,695,C,533
SE32,2022-07-02T00:51:38,396,C,33
SE33,2022-07-02T00:52:05,302,C,29
SE39,2022-07-02T00:52:05,198,C,54
BJ43,2022-07-02T00:58:06,1004,C,612
CK22,2022-07-02T00:57:41,387,C,158
CK36,2022-07-02T00:57:49,420,C,155
CK37,2022-07-02T00:57:40,306,C,88
A25,2022-07-02T00:53:45,543,C,220
A81,2022-07-02T00:53:00,118,C,0
A82,2022-07-02T00:53:00,201,C,26
A9,2022-07-02T00:53:34,146,C,58
A98,2022-07-02T00:51:04,108,C,45
BJ55,2022-07-02T00:57:38,873,C,491
BJ56,2022-07-02T00:57:48,554,C,208
CK44,2022-07-02T00:57:38,285,C,113
CK45,2022-07-02T00:57:30,220,C,0
SE35,2022-07-02T00:52:39,300,C,76
SE38,2022-07-02T00:52:39,300,C,88
SE40,2022-07-02T00:52:27,407,C,112
BJ30,2022-07-02T00:57:53,611,C,324
CK16,2022-07-02T00:57:41,202,C,0
CK49,2022-07-02T00:57:26,767,C,328
CK50,2021-02-22T09:02:22,374,C,248
CKT1,2022-07-02T00:57:40,104,C,8
CK51,2022-07-02T00:57:45,318,C,131
CK12,2022-07-02T00:57:36,218,C,62
CK13,2022-07-02T00:57:30,326,C,89
CK17,2022-07-02T00:57:40,185,C,17
CK30,2022-07-02T00:57:36,136,C,2
CK31,2022-07-02T00:57:40,290,C,121
BJ41,2022-07-02T00:57:40,389,C,175
CK20,2022-07-02T00:57:26,931,C,334
CK23,2021-07-06T09:42:53,232,C,143
CK34,2022-07-02T00:57:43,318,C,79
CKM1,2021-07-06T09:42:54,669,C,573
BJ1,2022-07-02T00:57:50,457,C,101
BJ48,2022-07-02T00:57:41,672,C,270
CK33,2022-07-02T00:57:40,235,C,69
A37,2022-07-02T00:53:36,193,C,131
A39,2022-07-02T00:53:59,200,C,30
A68,2022-07-02T00:53:26,158,C,0
A70,2022-07-02T00:53:22,134,C,87
A71,2022-07-02T00:53:26,185,C,97
CK40,2022-07-02T00:57:29,500,C,295
A40,2022-07-02T00:53:19,520,C,258
A66,2022-07-02T00:53:19,150,C,12
A69,2022-07-02T00:53:22,476,C,323
A30,2022-07-02T00:51:25,12,C,0
AM80,2022-07-02T00:51:25,191,C,46
AM81,2022-07-02T00:51:25,222,C,110
CC7,2022-07-02T00:57:53,220,C,97
B88,2022-07-02T00:57:19,385,C,117
B71M,2016-03-09T15:26:24,253,C,252
B66,2022-07-02T00:56:09,585,C,245
B53,2022-07-02T00:57:43,197,C,13
B52,2022-07-02T00:58:14,300,C,62
B51,2022-07-02T00:57:29,322,C,114
B45B,2015-08-19T13:50:02,64,C,15
B45A,2015-08-19T13:50:01,75,C,14
B35,2022-07-02T00:56:40,197,C,50
B34,2022-07-02T00:56:43,274,C,151
B33,2022-07-02T00:55:11,129,C,51
B32,2022-07-02T00:55:11,124,C,49
KB17,2022-07-02T00:52:53,50,C,30
KB10,2022-07-02T00:53:49,164,C,94
KB11,2022-07-02T00:52:17,209,C,103
SD9,2022-07-02T00:52:44,41,C,6
W54,2022-07-02T00:59:45,267,C,84
BE23,2022-07-02T00:59:01,563,C,554
Y52M,2022-07-02T00:59:48,361,C,113
Y9,2022-07-02T00:59:55,262,C,111
Y20,2022-07-02T00:59:54,60,C,30
Y10,2022-07-02T01:00:00,1145,C,441
PM30,2022-07-02T00:56:44,351,C,73
PM3,2022-07-02T00:58:18,388,C,131
TWM3,2022-07-02T00:57:47,998,C,781
CK61,2022-07-02T00:58:01,1272,C,931
CK60,2022-07-02T00:57:54,1318,C,957
SK91,2022-07-02T00:59:50,381,C,184
SK75,2022-07-02T00:59:51,167,C,0
SK74,2022-07-02T00:59:34,225,C,86
SK88,2022-07-02T01:00:00,369,C,129
SK71,2022-07-02T00:59:51,233,C,53
SK43,2022-07-02T00:59:45,317,C,173
SK70,2022-07-02T00:59:35,162,C,14
SK92,2022-07-02T00:59:43,296,C,123
SK80,2022-07-02T00:59:39,354,C,62
SK72,2022-07-02T00:59:37,200,C,35
SK73,2022-07-02T00:59:58,208,C,95
SK83,2022-07-02T00:59:54,94,C,0
SK86,2022-07-02T01:00:00,374,C,188
SK78,2022-07-02T01:00:00,264,C,34
SK68,2022-07-02T01:00:02,233,C,83
SK3,2022-07-02T00:59:35,700,C,355
SK58,2022-07-02T01:00:00,1164,C,581
SK62,2019-11-01T10:05:39,646,C,473
SK87,2022-07-02T00:59:40,113,C,39
CK3A,2022-07-02T00:57:42,517,C,390
CK3,2022-07-02T00:58:01,282,C,79
CK55,2022-07-02T00:57:52,356,C,28
CK29,2022-07-02T00:57:27,26,C,0
CK28,2022-07-02T00:57:45,184,C,91
AM22,2022-07-02T00:53:38,289,C,101
AM20,2022-07-02T00:53:38,676,C,413
AM18,2022-07-02T00:53:38,451,C,83
A20,2022-07-02T00:53:38,83,C,8
A65,2022-07-02T00:51:12,97,C,49
A60,2022-07-02T00:52:28,517,C,213
A50,2022-07-02T00:51:25,206,C,22
HG22,2022-07-02T00:58:24,116,C,3
CK25,2022-07-02T00:57:34,183,C,55
CK24,2022-07-02T00:57:40,36,C,0
STAM,2022-07-02T00:43:03,274,C,90
AM79,2022-07-02T00:52:27,472,C,229
A34,2022-07-02T00:52:32,220,C,92
AM96,2022-07-02T00:53:52,525,C,255
A85,2022-07-02T00:53:17,93,C,18
A72,2022-07-02T00:53:22,358,C,135
A67,2022-07-02T00:53:19,717,C,288
JMSU,2018-11-30T11:23:35,1052,C,0
JMSC,2018-11-30T11:26:13,644,C,443
BMVM,2022-07-02T00:54:00,361,C,267
HE3,2022-07-02T00:47:12,148,C,0
TB2,2022-07-02T00:43:10,51,C,0
JKM,2022-07-02T00:49:13,360,C,284
JKS,2022-07-02T00:46:14,42,C,0
SPM,2022-07-02T00:48:59,719,C,525
FR2C,2022-07-02T00:45:14,256,C,148
GM1A,2022-07-02T00:45:24,414,C,245
AR5M,2022-07-02T00:47:18,419,C,221
AR9,2022-07-02T00:51:18,64,C,2
C5,2022-07-02T00:47:22,420,C,239
C9,2022-07-02T00:46:55,316,C,229
U46,2022-07-02T00:57:38,241,C,104
U15,2022-07-02T00:57:47,419,C,112
U3,2022-07-02T00:57:26,159,C,54
U32,2022-07-02T00:57:31,128,C,44
B75,2022-07-02T00:58:14,329,C,238
U38,2022-07-02T00:57:28,115,C,4
U10,2022-07-02T00:58:41,214,C,40
C8,2022-07-02T00:58:06,347,C,169
J60M,2022-07-02T00:57:26,543,C,505
J38,2022-07-02T00:57:46,27,C,10
UBKM,2022-07-02T00:52:56,343,C,191
UBK2,2022-07-02T00:52:56,287,C,66
UBK5,2022-07-02T00:50:29,143,C,61
HE8,2016-02-15T15:12:52,76,C,45
U17,2022-07-02T00:57:48,427,C,114
U4,2022-07-02T00:57:46,259,C,46
U1,2022-07-02T00:57:50,516,C,159
TGML,2022-07-02T00:58:02,4,C,2
BRBL,2022-07-02T00:58:32,12,C,6
BL18,2022-07-02T00:57:43,401,C,258
BRB1,2022-07-02T00:58:32,168,C,148
J61,2022-07-02T00:57:34,779,C,158
J73,2022-07-02T00:57:28,713,C,236
J74,2022-07-02T00:57:50,367,C,56
U39,2022-07-02T00:57:33,248,C,228
U40,2022-07-02T00:57:29,288,C,253
U41,2022-07-02T00:57:31,28,C,22
C3M,2022-07-02T00:51:12,882,C,228
C4M,2022-07-02T00:45:16,392,C,149
J70,2022-07-02T00:57:32,147,C,6
J75M,2022-07-02T00:57:53,326,C,121
JM15,2022-07-02T00:57:29,474,C,308
JM18,2022-07-02T00:57:54,559,C,300
C24,2022-07-02T00:45:11,450,C,23
C27,2022-07-02T00:45:06,16,C,3
KTM5,2022-07-02T00:49:58,512,C,208
KTM6,2019-08-01T08:03:57,252,C,248
BP2,2022-07-02T00:57:57,466,C,119
BBM3,2022-07-02T00:57:46,1214,C,490
BBM5,2022-07-02T00:57:28,951,C,359
U33,2022-07-02T00:57:30,290,C,87
U34,2022-07-02T00:57:27,303,C,69
J84M,2022-07-02T00:57:27,285,C,121
J85M,2022-07-02T00:57:31,269,C,85
Q84,2022-07-02T00:45:26,207,C,52
Q87,2022-07-02T00:47:26,430,C,272
Q89,2022-07-02T00:47:27,435,C,295
BM5,2022-07-02T00:43:13,46,C,5
TB1,2022-07-02T00:47:21,58,C,3
TB3,2022-07-02T00:43:10,154,C,7
TB9,2022-07-02T00:43:24,77,C,0
TBC3,2022-07-02T00:47:21,106,C,68
C26,2022-07-02T00:47:18,35,C,27
C25,2022-07-02T00:47:18,154,C,34
C22M,2022-07-02T00:45:06,188,C,137
JM7,2022-07-02T00:57:47,1165,C,718
JM30,2022-07-02T00:57:42,754,C,444
J72,2022-07-02T00:57:39,220,C,7
J69,2022-07-02T00:59:10,222,C,32
JM23,2019-12-01T08:16:38,793,C,227
JM19,2022-07-02T00:57:37,1176,C,469
U43,2022-07-02T00:59:07,270,C,96
U43Z,2019-07-03T03:59:43,1000,C,85
W21,2022-07-02T00:58:51,486,C,65
W24,2022-07-02T00:58:57,557,C,60
M25,2022-07-02T00:58:26,424,C,143
M3,2022-07-02T00:58:35,126,C,0
M4,2022-07-02T00:57:41,470,C,157
MM1,2022-07-02T00:58:35,176,C,84
MM2,2022-07-02T00:58:26,563,C,385
MM4,2022-07-02T00:58:35,288,C,172
UA2,2022-07-02T00:58:22,73,C,5
UA3,2022-07-02T00:58:00,245,C,41
UA5,2022-07-02T00:57:42,337,C,86
UAM1,2022-07-02T00:58:22,466,C,293
JM31,2022-07-02T00:57:46,188,C,107
